Gender,Age,CGPA,Matriculation Percentage,Intermediate Percentage,Data Structures And Algorithm Marks,DBMS Marks,Number of backlogs,Number of Reappears,History of Reappear/Backlogs,Programming proficiency,GitHub total repositories,GitHub commits/month,Experience with frameworks,English proficiency,Coding practice hours/week,Aptitude score,Attandance,Recommended Career
Female,21,9.2,92.0,95.0,90.0,85.0,0.0,0.0,"Led a coding club, focused on full-stack development.",Advanced,15.0,45.0,Node,Excellent,30.0,95.0,95.0,Software Engineer
Male,19,6.8,72.0,75.0,65.0,58.0,2.0,1.0,"Struggled with theoretical concepts, improving practical skills.",Beginner,2.0,5.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Average,8.0,55.0,70.0,Web Developer
Female,22,7.5,78.0,80.0,80.0,72.0,1.0,0.0,"Participated in hackathons, interested in mobile development.",Intermediate,5.0,15.0,React Native,Good,15.0,70.0,80.0,Software Engineer
Male,20,8.1,82.0,85.0,85.0,88.0,0.0,0.0,"Contributed to open-source projects, focused on backend.",Advanced,12.0,35.0,Django,Good,25.0,88.0,92.0,Software Engineer
Female,21,9.5,95.0,98.0,95.0,90.0,0.0,0.0,"Research intern, passionate about machine learning.",Advanced,18.0,55.0,TensorFlow,Excellent,35.0,98.0,98.0,Software Engineer
Male,19,6.2,68.0,70.0,55.0,60.0,3.0,2.0,Needs improvement in core programming concepts.,Beginner,1.0,2.0,,Poor,5.0,45.0,60.0,Software Engineer
Female,22,7.8,80.0,82.0,75.0,80.0,1.0,0.0,"Active in technical events, exploring cloud technologies.",Intermediate,7.0,20.0,AWS,Good,20.0,75.0,85.0,Software Engineer
Male,20,8.5,88.0,90.0,88.0,95.0,0.0,0.0,"Competitive programmer, excels in algorithm design.",Advanced,14.0,40.0,C++,Good,30.0,90.0,90.0,Software Engineer
Female,21,9.0,90.0,92.0,92.0,88.0,0.0,0.0,"Involved in research projects, focused on AI.",Advanced,16.0,50.0,PyTorch,Excellent,40.0,92.0,96.0,Software Engineer
Male,19,6.5,70.0,72.0,60.0,55.0,2.0,1.0,"Struggles with coding, needs more practice.",Beginner,0.0,0.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Average,6.0,50.0,65.0,Software Engineer
Female,22,7.2,75.0,78.0,70.0,75.0,1.0,0.0,"Participated in coding competitions, interested in web development.",Intermediate,4.0,10.0,Angular,Good,12.0,65.0,75.0,Software Engineer
Male,20,8.3,85.0,87.0,83.0,90.0,0.0,0.0,"Contributed to open-source projects, focused on frontend.",Advanced,11.0,30.0,React,Good,22.0,85.0,88.0,Software Engineer
Female,21,9.7,97.0,99.0,97.0,92.0,0.0,0.0,"Research assistant, passionate about data science.",Advanced,19.0,60.0,Pandas,Excellent,38.0,99.0,99.0,Software Engineer
Male,19,5.8,65.0,68.0,50.0,52.0,4.0,3.0,Needs significant improvement in all areas.,Beginner,0.0,1.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Poor,4.0,40.0,55.0,Software Engineer
Female,22,7.0,72.0,75.0,68.0,70.0,1.0,0.0,"Active in technical clubs, exploring mobile app development.",Intermediate,3.0,8.0,Flutter,Good,10.0,60.0,70.0,Software Engineer
Male,20,8.0,80.0,83.0,80.0,85.0,0.0,0.0,"Competitive coder, excels in problem-solving.",Advanced,10.0,28.0,C++,Good,28.0,80.0,90.0,Software Engineer
Female,21,9.3,93.0,95.0,93.0,90.0,0.0,0.0,"Research intern, passionate about natural language processing.",Advanced,17.0,52.0,NLTK,Excellent,36.0,93.0,97.0,Software Engineer
Male,19,6.0,67.0,69.0,53.0,57.0,3.0,2.0,Requires more focus on fundamentals.,Beginner,0.0,0.0,,Average,5.0,42.0,62.0,Software Engineer
Female,22,7.3,76.0,79.0,71.0,73.0,1.0,0.0,"Participated in hackathons, interested in UI/UX design.",Intermediate,6.0,12.0,HTML,Good,14.0,67.0,76.0,Software Engineer
Male,20,8.2,83.0,86.0,82.0,89.0,0.0,0.0,"Contributed to open-source projects, focused on DevOps.",Advanced,13.0,32.0,Docker,Good,24.0,84.0,89.0,Software Engineer
Female,21,9.6,96.0,98.0,96.0,91.0,0.0,0.0,"Research assistant, passionate about deep learning.",Advanced,18.0,57.0,Keras,Excellent,37.0,97.0,98.0,Software Engineer
Male,19,5.6,64.0,66.0,48.0,50.0,5.0,3.0,Needs significant improvement in core subjects.,Beginner,0.0,0.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Poor,3.0,38.0,58.0,Software Engineer
Female,22,6.9,71.0,74.0,66.0,69.0,2.0,1.0,Actively seeking guidance and mentorship.,Beginner,2.0,6.0,,Average,9.0,57.0,69.0,Web Developer
Male,20,7.9,79.0,81.0,77.0,82.0,0.0,0.0,Enthusiastic about learning new technologies.,Intermediate,9.0,23.0,Spring,Good,21.0,77.0,84.0,Software Engineer
Male,20,8.7,89.0,92.0,78.0,85.0,0.0,0.0,Placed in coding competition,Intermediate,8.0,25.0,React,Good,15.0,75.0,88.0,Software Engineer
Female,21,9.2,94.0,96.0,92.0,88.0,0.0,0.0,Led college coding club,Advanced,15.0,40.0,Node,Excellent,25.0,88.0,92.0,Software Engineer
Male,19,7.5,78.0,82.0,65.0,70.0,1.0,1.0,Participated in hackathons,Beginner,3.0,10.0,,Average,8.0,60.0,75.0,Web Developer
Female,22,6.8,72.0,75.0,58.0,62.0,2.0,2.0,Struggled with data structures,Beginner,1.0,5.0,,Poor,5.0,50.0,68.0,Software Engineer
Male,20,8.1,85.0,88.0,72.0,79.0,0.0,0.0,Active on coding forums,Intermediate,10.0,30.0,Django,Good,20.0,70.0,85.0,Software Engineer
Female,21,9.5,95.0,97.0,95.0,90.0,0.0,0.0,Interned at a tech company,Advanced,18.0,50.0,Angular,Excellent,30.0,90.0,95.0,Software Engineer
Male,19,7.0,75.0,78.0,60.0,65.0,1.0,1.0,Learning web development,Beginner,2.0,8.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Average,7.0,55.0,70.0,Web Developer
Female,22,6.5,70.0,73.0,55.0,60.0,3.0,2.0,Needs improvement in programming,Beginner,0.0,2.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Poor,3.0,45.0,65.0,Software Engineer
Male,20,8.5,88.0,90.0,75.0,82.0,0.0,0.0,Contributed to open-source projects,Intermediate,12.0,35.0,React,Good,22.0,78.0,90.0,Software Engineer
Female,21,9.0,92.0,94.0,90.0,85.0,0.0,0.0,Excellent problem-solving skills,Advanced,16.0,45.0,Node,Excellent,28.0,85.0,93.0,Software Engineer
Male,19,7.2,76.0,80.0,62.0,68.0,1.0,1.0,Developing mobile applications,Beginner,4.0,12.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Average,9.0,58.0,72.0,Web Developer
Female,22,6.7,71.0,74.0,57.0,61.0,2.0,2.0,Requires more practice,Beginner,1.0,4.0,,Poor,4.0,48.0,67.0,Software Engineer
Male,20,8.3,86.0,89.0,73.0,80.0,0.0,0.0,Passionate about coding,Intermediate,11.0,32.0,Django,Good,21.0,73.0,87.0,Software Engineer
Female,21,9.3,93.0,95.0,93.0,89.0,0.0,0.0,Actively participates in workshops,Advanced,17.0,48.0,Angular,Excellent,29.0,89.0,94.0,Software Engineer
Male,19,6.9,74.0,77.0,59.0,64.0,2.0,1.0,Learning backend development,Beginner,3.0,9.0,,Average,6.0,53.0,69.0,Web Developer
Female,22,6.6,69.0,72.0,56.0,59.0,3.0,3.0,Needs to focus on fundamentals,Beginner,0.0,1.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Poor,2.0,43.0,66.0,Software Engineer
Male,20,8.6,87.0,91.0,76.0,83.0,0.0,0.0,Interested in AI/ML,Intermediate,13.0,37.0,React,Good,23.0,77.0,89.0,Software Engineer
Female,21,9.1,91.0,93.0,91.0,87.0,0.0,0.0,Interned at a startup,Advanced,19.0,52.0,Node,Excellent,31.0,86.0,91.0,Software Engineer
Male,19,7.1,77.0,79.0,61.0,67.0,1.0,1.0,Exploring different technologies,Beginner,5.0,13.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Average,10.0,57.0,71.0,Software Engineer
Female,22,6.4,68.0,71.0,54.0,58.0,4.0,2.0,Requires more practice with algorithms,Beginner,0.0,0.0,,Poor,1.0,41.0,64.0,Software Engineer
Male,20,8.4,89.0,90.0,74.0,81.0,0.0,0.0,Contributing to open-source,Intermediate,14.0,39.0,Django,Good,24.0,79.0,86.0,Software Engineer
Female,21,9.4,94.0,96.0,94.0,91.0,0.0,0.0,Excellent communication skills,Advanced,20.0,55.0,Angular,Excellent,32.0,91.0,96.0,Software Engineer
Male,19,7.3,79.0,81.0,63.0,69.0,1.0,1.0,Working on personal projects,Beginner,6.0,14.0,,Average,11.0,59.0,73.0,Software Engineer
Female,22,6.3,73.0,70.0,53.0,57.0,5.0,3.0,Needs improvement in problem-solving,Beginner,0.0,0.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Poor,0.0,40.0,63.0,Software Engineer
Male,20,8.2,84.0,87.0,71.0,78.0,0.0,0.0,Interested in cybersecurity,Intermediate,9.0,28.0,React,Good,19.0,69.0,84.0,Software Engineer
Female,20,9.2,94.5,92.8,88.0,95.0,0.0,0.0,Active in coding competitions,Advanced,12.0,45.0,React,Excellent,35.0,89.0,92.0,Software Engineer
Male,21,7.8,82.3,85.1,75.0,80.0,1.0,1.0,Interested in web development,Intermediate,5.0,15.0,"MERN, MEAN, MEVN, Django-React, Next.js-Node",Good,20.0,72.0,85.0,Software Engineer
Female,19,8.5,88.7,89.4,92.0,88.0,0.0,0.0,Participated in hackathons,Intermediate,8.0,25.0,Django,Good,28.0,78.0,90.0,Software Engineer
Male,22,6.5,70.9,72.6,60.0,65.0,2.0,2.0,Struggling with algorithms,Beginner,2.0,5.0,,Average,10.0,55.0,70.0,Software Engineer
Female,20,9.0,91.2,90.5,90.0,92.0,0.0,0.0,Passionate about data science,Advanced,15.0,50.0,React,Excellent,40.0,92.0,95.0,Software Engineer
Male,21,7.2,78.5,79.8,68.0,72.0,1.0,1.0,Exploring different technologies,Intermediate,3.0,10.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Average,15.0,65.0,78.0,Software Engineer
Female,19,8.0,85.4,86.2,85.0,82.0,0.0,0.0,Keen on mobile app development,Intermediate,7.0,20.0,React Native,Good,25.0,75.0,88.0,Software Engineer
Male,22,5.8,65.1,67.4,55.0,60.0,3.0,3.0,Needs improvement in coding,Beginner,1.0,2.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Poor,5.0,48.0,65.0,Software Engineer
Female,20,9.5,95.8,94.1,93.0,96.0,0.0,0.0,Proficient in multiple languages,Advanced,18.0,55.0,Node,Excellent,40.0,95.0,98.0,Software Engineer
Male,21,7.5,80.2,83.5,72.0,75.0,1.0,1.0,Interested in cybersecurity,Intermediate,4.0,12.0,,Good,18.0,68.0,82.0,Software Engineer
Female,19,8.2,87.1,88.3,87.0,85.0,0.0,0.0,Enjoys problem-solving,Intermediate,9.0,28.0,Django,Good,30.0,80.0,91.0,Software Engineer
Male,22,6.2,68.9,70.2,58.0,62.0,2.0,2.0,Lacks focus,Beginner,0.0,1.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Average,8.0,52.0,68.0,Web Developer
Female,20,8.8,90.5,89.8,89.0,91.0,0.0,0.0,Strong in data structures,Advanced,14.0,48.0,Angular,Excellent,38.0,90.0,94.0,Software Engineer
Male,21,7.0,75.8,77.1,65.0,68.0,1.0,1.0,Needs more practice,Intermediate,2.0,8.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Average,12.0,62.0,75.0,Software Engineer
Female,19,8.4,86.7,87.5,86.0,84.0,0.0,0.0,Works well in teams,Intermediate,6.0,18.0,React Native,Good,22.0,77.0,89.0,Software Engineer
Male,22,5.5,62.5,64.8,50.0,55.0,4.0,3.0,Disinterested in academics,Beginner,0.0,0.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Poor,2.0,45.0,60.0,Software Engineer
Female,20,9.7,96.5,95.2,95.0,98.0,0.0,0.0,Excels in competitive programming,Advanced,20.0,60.0,Node,Excellent,40.0,98.0,99.0,Software Engineer
Male,21,7.3,79.1,81.4,70.0,73.0,1.0,1.0,Trying to improve skills,Intermediate,3.0,9.0,,Good,16.0,66.0,80.0,Software Engineer
Female,19,8.1,85.9,86.7,84.0,83.0,0.0,0.0,Good communication skills,Intermediate,8.0,23.0,Django,Good,26.0,76.0,87.0,Software Engineer
Male,22,6.0,67.5,69.8,56.0,61.0,3.0,2.0,Procrastinates a lot,Beginner,1.0,3.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Average,7.0,50.0,66.0,Software Engineer
Female,20,8.9,91.8,91.1,91.0,93.0,0.0,0.0,Active learner,Advanced,16.0,52.0,Angular,Excellent,39.0,91.0,96.0,Software Engineer
Male,21,6.8,74.2,75.5,63.0,66.0,2.0,2.0,Lacks motivation,Beginner,2.0,6.0,,Average,11.0,58.0,73.0,Software Engineer
Female,19,8.3,86.3,87.1,88.0,86.0,0.0,0.0,Team player,Intermediate,7.0,19.0,React Native,Good,24.0,79.0,86.0,Software Engineer
Male,22,5.7,64.1,66.4,53.0,58.0,5.0,3.0,Needs guidance,Beginner,0.0,0.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Poor,3.0,47.0,63.0,Software Engineer
Female,20,9.3,95.1,93.4,94.0,97.0,0.0,0.0,Exceptional problem-solving skills,Advanced,19.0,58.0,React,Excellent,40.0,93.0,97.0,Software Engineer
Male,20,8.2,85.0,88.0,78.0,85.0,1.0,0.0,Wants to explore AI.,Intermediate,8.0,25.0,React,Good,15.0,75.0,88.0,Software Engineer
Female,21,9.5,92.0,95.0,92.0,90.0,0.0,0.0,Aspires to be a software architect.,Advanced,15.0,45.0,Django,Excellent,30.0,90.0,95.0,Software Engineer
Male,19,6.8,70.0,72.0,60.0,65.0,2.0,1.0,Interested in web development.,Beginner,2.0,5.0,,Average,8.0,55.0,70.0,Web Developer
Female,22,8.9,88.0,90.0,85.0,88.0,0.0,0.0,Focused on data science.,Intermediate,12.0,35.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Good,20.0,82.0,92.0,Software Engineer
Male,20,7.5,75.0,78.0,70.0,72.0,1.0,1.0,Wants to work on cloud computing.,Intermediate,5.0,15.0,,Average,12.0,65.0,78.0,Software Engineer
Female,21,9.1,90.0,93.0,88.0,92.0,0.0,0.0,Keen on mobile app development.,Advanced,18.0,50.0,React,Excellent,35.0,88.0,98.0,Software Engineer
Male,23,6.2,65.0,68.0,55.0,60.0,3.0,2.0,Exploring cybersecurity.,Beginner,1.0,2.0,,Poor,5.0,45.0,65.0,Software Engineer
Female,19,8.0,82.0,85.0,75.0,80.0,0.0,0.0,Passionate about UI/UX design.,Intermediate,7.0,20.0,Angular,Good,18.0,70.0,85.0,Software Engineer
Male,20,7.0,72.0,75.0,65.0,68.0,2.0,1.0,Interested in database management.,Beginner,3.0,8.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Average,10.0,60.0,72.0,Web Developer
Female,22,9.3,91.0,94.0,90.0,89.0,0.0,0.0,Aspires to be a machine learning engineer.,Advanced,16.0,48.0,Django,Excellent,32.0,92.0,96.0,Software Engineer
Male,18,5.8,60.0,63.0,50.0,55.0,4.0,3.0,Wants to learn game development.,Beginner,0.0,0.0,,Poor,3.0,40.0,60.0,Software Engineer
Female,21,8.5,86.0,89.0,80.0,83.0,0.0,0.0,Focused on front-end development.,Intermediate,9.0,28.0,React,Good,16.0,78.0,90.0,Software Engineer
Male,20,7.3,74.0,77.0,68.0,70.0,1.0,0.0,Interested in full-stack development.,Intermediate,6.0,18.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Average,14.0,63.0,75.0,Software Engineer
Female,23,9.0,89.0,92.0,87.0,91.0,0.0,0.0,Keen on artificial intelligence.,Advanced,14.0,42.0,TensorFlow,Excellent,28.0,85.0,94.0,Software Engineer
Male,19,6.5,68.0,71.0,58.0,63.0,3.0,1.0,Exploring data analysis.,Beginner,2.0,4.0,,Average,7.0,50.0,68.0,Software Engineer
Female,20,8.3,84.0,87.0,79.0,82.0,0.0,0.0,Passionate about cloud computing.,Intermediate,10.0,30.0,AWS,Good,19.0,76.0,87.0,Software Engineer
Male,22,7.7,76.0,79.0,72.0,74.0,1.0,1.0,Wants to work on mobile development.,Intermediate,4.0,12.0,React Native,Average,13.0,67.0,80.0,Software Engineer
Female,21,9.6,93.0,96.0,93.0,94.0,0.0,0.0,Aspires to be a data scientist.,Advanced,17.0,55.0,PyTorch,Excellent,33.0,93.0,97.0,Software Engineer
Male,18,6.0,62.0,65.0,52.0,57.0,5.0,2.0,Interested in ethical hacking.,Beginner,0.0,1.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Poor,4.0,42.0,62.0,Software Engineer
Female,23,8.7,87.0,90.0,82.0,85.0,0.0,0.0,Focused on backend development.,Intermediate,11.0,32.0,Spring,Good,17.0,80.0,91.0,Software Engineer
Male,20,7.1,73.0,76.0,66.0,69.0,2.0,0.0,Wants to learn machine learning.,Intermediate,5.0,16.0,,Average,11.0,61.0,73.0,Software Engineer
Female,21,9.4,92.0,95.0,91.0,93.0,0.0,0.0,Keen on full-stack development.,Advanced,19.0,58.0,MERN,Excellent,36.0,91.0,99.0,Software Engineer
Male,19,6.3,66.0,69.0,56.0,61.0,4.0,1.0,Exploring cloud solutions.,Beginner,1.0,3.0,,Poor,6.0,47.0,66.0,Software Engineer
Female,22,8.1,83.0,86.0,77.0,81.0,0.0,0.0,Passionate about AI research.,Intermediate,8.0,23.0,TensorFlow,Good,14.0,73.0,86.0,Software Engineer
Male,20,7.6,75.0,78.0,71.0,73.0,1.0,1.0,Interested in DevOps.,Intermediate,3.0,10.0,Docker,Average,12.0,66.0,79.0,Software Engineer
Male,20,8.2,85.0,88.0,78.0,85.0,0.0,0.0,"Consistent performer, strong in fundamentals.",Intermediate,5.0,15.0,React,Good,15.0,75.0,88.0,Software Engineer
Female,19,9.5,92.0,95.0,92.0,95.0,0.0,0.0,"Excellent academic record, proactive learner.",Advanced,12.0,40.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Excellent,25.0,90.0,95.0,Software Engineer
Male,21,6.8,72.0,70.0,65.0,70.0,2.0,1.0,"Average student, needs improvement in core subjects.",Beginner,2.0,5.0,,Average,5.0,50.0,70.0,Software Engineer
Female,20,8.9,88.0,90.0,85.0,90.0,0.0,0.0,"Dedicated student, strong problem-solving skills.",Intermediate,8.0,25.0,Node,Good,20.0,80.0,92.0,Software Engineer
Male,22,5.9,65.0,62.0,55.0,60.0,3.0,2.0,"Struggling student, requires focused attention.",Beginner,1.0,2.0,,Poor,3.0,40.0,60.0,Software Engineer
Female,18,9.1,90.0,93.0,90.0,92.0,0.0,0.0,"Bright student, excels in programming.",Advanced,15.0,50.0,Angular,Excellent,30.0,85.0,98.0,Software Engineer
Male,20,7.5,78.0,80.0,70.0,75.0,1.0,0.0,"Good student, shows potential in software development.",Intermediate,6.0,10.0,React,Average,12.0,65.0,80.0,Software Engineer
Female,21,6.2,68.0,65.0,60.0,65.0,4.0,3.0,"Below average, needs to work on basics.",Beginner,0.0,0.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Poor,2.0,35.0,55.0,Software Engineer
Male,19,8.6,85.0,87.0,82.0,88.0,0.0,0.0,"Hardworking student, good understanding of concepts.",Intermediate,9.0,30.0,Node,Good,18.0,78.0,90.0,Software Engineer
Female,22,7.1,75.0,72.0,68.0,72.0,2.0,1.0,"Average, can improve with more effort.",Beginner,3.0,8.0,,Average,8.0,55.0,75.0,Web Developer
Male,20,9.3,91.0,94.0,93.0,91.0,0.0,0.0,"Outstanding performer, excellent coding skills.",Advanced,18.0,55.0,Django,Excellent,35.0,92.0,96.0,Software Engineer
Female,19,8.0,82.0,85.0,75.0,80.0,1.0,0.0,"Consistent, good grasp of fundamentals.",Intermediate,7.0,20.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Good,16.0,70.0,85.0,Software Engineer
Male,21,6.5,70.0,68.0,62.0,68.0,3.0,2.0,"Needs improvement, lacks focus.",Beginner,1.0,3.0,,Average,4.0,45.0,65.0,Software Engineer
Female,20,9.7,93.0,96.0,95.0,94.0,0.0,0.0,"Exceptionally talented, excels in all areas.",Advanced,20.0,60.0,Angular,Excellent,40.0,95.0,99.0,Software Engineer
Male,22,5.5,60.0,58.0,50.0,55.0,5.0,3.0,"Very weak, requires significant support.",Beginner,0.0,1.0,,Poor,2.0,30.0,50.0,Software Engineer
Female,18,8.4,84.0,86.0,80.0,86.0,0.0,0.0,"Diligent, strong in data structures and algorithms.",Intermediate,10.0,35.0,Node,Good,22.0,82.0,93.0,Software Engineer
Male,20,7.8,80.0,82.0,73.0,78.0,1.0,0.0,"Shows promise, needs to enhance problem-solving abilities.",Intermediate,4.0,12.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Average,14.0,68.0,78.0,Software Engineer
Female,21,6.0,66.0,63.0,58.0,63.0,4.0,2.0,"Struggling, needs to focus on core concepts.",Beginner,2.0,4.0,,Poor,3.0,38.0,58.0,Software Engineer
Male,19,9.0,89.0,92.0,88.0,90.0,0.0,0.0,"Highly motivated, excellent programming skills.",Advanced,14.0,45.0,Django,Excellent,28.0,88.0,97.0,Software Engineer
Female,22,7.3,76.0,74.0,71.0,74.0,2.0,1.0,"Average, needs to improve practical skills.",Beginner,5.0,7.0,,Average,7.0,53.0,73.0,Web Developer
Male,20,8.7,86.0,89.0,83.0,87.0,0.0,0.0,"Dedicated, good understanding of software engineering.",Intermediate,11.0,32.0,React,Good,21.0,77.0,89.0,Software Engineer
Female,19,9.4,92.0,95.0,94.0,93.0,0.0,0.0,"Exceptionally bright, excels in coding and problem-solving.",Advanced,17.0,52.0,Angular,Excellent,33.0,93.0,95.0,Software Engineer
Male,21,6.3,69.0,66.0,61.0,66.0,3.0,2.0,"Needs considerable improvement, lacks conceptual clarity.",Beginner,0.0,0.0,"Node.js (Express/NestJS), Django, Flask, FastAPI, Spring Boot, Ruby on Rails",Poor,2.0,43.0,63.0,Software Engineer
Female,20,8.1,83.0,84.0,77.0,82.0,0.0,0.0,"Consistent, strong analytical skills.",Intermediate,6.0,18.0,Node,Good,17.0,73.0,83.0,Software Engineer
Male,22,5.8,63.0,60.0,53.0,58.0,4.0,3.0,"Struggling, requires extra help and motivation.",Beginner,1.0,1.0,,Poor,3.0,33.0,53.0,Software Engineer
Male,20,8.5,88.0,85.0,78.0,82.0,0.0,0.0,Consistently performs well in data structures.,Intermediate,5.0,25.0,React,Good,15.0,75.0,85.0,Software Engineer
Female,21,9.2,92.0,90.0,90.0,95.0,0.0,0.0,Excels in algorithm design.,Advanced,12.0,40.0,Django,Excellent,25.0,88.0,92.0,Software Engineer
Male,19,7.0,75.0,72.0,65.0,70.0,1.0,1.0,Needs improvement in database management.,Beginner,2.0,5.0,"React, Angular, Vue.js, Svelte, Next.js, Nuxt.js",Average,8.0,55.0,70.0,Web Developer
Female,22,6.5,68.0,65.0,55.0,60.0,2.0,1.0,Struggled with some core concepts initially.,Beginner,1.0,2.0,,Average,5.0,45.0,60.0,Software Engineer
Male,20,8.0,82.0,80.0,75.0,78.0,0.0,0.0,Strong in object-oriented programming.,Intermediate,8.0,30.0,Node,Good,18.0,70.0,80.0,Software Engineer
Female,21,9.5,95.0,93.0,92.0,97.0,0.0,0.0,Demonstrates exceptional problem-solving skills.,Advanced,15.0,50.0,React,Excellent,30.0,95.0,95.0,Software Engineer
Male,23,5.8,60.0,58.0,45.0,50.0,3.0,2.0,Facing difficulties in understanding complex topics.,Beginner,0.0,0.0,"React, Angular, Vue.js, Svelte, Next.js, Nuxt.js",Poor,3.0,30.0,55.0,Software Engineer
Female,19,8.7,89.0,87.0,80.0,85.0,0.0,0.0,Quick learner with a keen interest in new technologies.,Intermediate,7.0,20.0,Angular,Good,12.0,80.0,88.0,Software Engineer
Male,20,7.3,78.0,75.0,68.0,73.0,1.0,0.0,Shows potential but needs more practice.,Beginner,3.0,8.0,,Average,10.0,60.0,75.0,Software Engineer
Female,22,9.0,91.0,89.0,88.0,93.0,0.0,0.0,Excellent analytical and reasoning abilities.,Advanced,10.0,35.0,Django,Excellent,22.0,90.0,90.0,Software Engineer
Male,18,6.0,63.0,60.0,50.0,55.0,4.0,2.0,Requires more focus on fundamentals.,Beginner,0.0,1.0,"React, Angular, Vue.js, Svelte, Next.js, Nuxt.js",Poor,4.0,40.0,65.0,Software Engineer
Female,21,8.3,85.0,83.0,76.0,80.0,0.0,0.0,Dedicated and hardworking student.,Intermediate,6.0,22.0,Node,Good,16.0,72.0,82.0,Software Engineer
Male,20,7.8,80.0,78.0,72.0,75.0,0.0,1.0,Shows good understanding of concepts.,Intermediate,4.0,15.0,React,Average,14.0,68.0,78.0,Software Engineer
Female,23,9.7,97.0,95.0,95.0,98.0,0.0,0.0,Consistently exceeds expectations.,Advanced,18.0,55.0,Angular,Excellent,35.0,98.0,98.0,Software Engineer
Male,19,5.5,58.0,55.0,40.0,45.0,5.0,3.0,Needs significant improvement in all areas.,Beginner,0.0,0.0,"React, Angular, Vue.js, Svelte, Next.js, Nuxt.js",Poor,2.0,25.0,50.0,Software Engineer
